CONFIG 1 (NX=250 NY=100)
Particles	Total_Interp_Time
100	0.000089
10000	0.002274
1000000	0.217437
100000000	21.725680
1000000000	217.265821

CONFIG 2 (NX=500 NY=200)
Particles	Total_Interp_Time
100	0.000376
10000	0.002626
1000000	0.231610
100000000	23.229030
1000000000	240.428684

CONFIG 3 (NX=1000 NY=400)
Particles	Total_Interp_Time
100	0.001820
10000	0.004905
1000000	0.240071
100000000	24.731681
1000000000	265.058454
